iter	Logloss
0	0.6420453897
1	0.5964976052
2	0.5500524325
3	0.5144384929
4	0.4823328107
5	0.4497878773
6	0.4212869681
7	0.3934927512
8	0.3715794775
9	0.3525968072
10	0.3342949435
11	0.3191434327
12	0.304703655
13	0.292944247
14	0.2809797707
15	0.2696010715
16	0.2596639242
17	0.2512119696
18	0.2443883403
19	0.2386489591
20	0.2325464524
21	0.2257945164
22	0.2207369287
23	0.2151487603
24	0.2097866617
25	0.2048093962
26	0.1996068682
27	0.1947885359
28	0.1905277281
29	0.1869487037
30	0.18333781
31	0.1797919791
32	0.1766539392
33	0.1736014827
34	0.1696062801
35	0.1668213949
36	0.1639941374
37	0.1615867689
38	0.15935544
39	0.1568121432
40	0.1544726411
41	0.1525736059
42	0.1501928568
43	0.1477196813
44	0.1460933435
45	0.1445249304
46	0.1428449295
47	0.1409752696
48	0.1394145973
49	0.137819263
50	0.136008858
51	0.1343676987
52	0.1331177772
53	0.1318012312
54	0.1306062965
55	0.12934356
56	0.1279795275
57	0.1271251619
58	0.1261046617
59	0.125164924
60	0.1242744525
61	0.1231932654
62	0.1221023937
63	0.1212149828
64	0.1202435334
65	0.1193469511
66	0.1184095689
67	0.1178227455
68	0.1167578277
69	0.1157812822
70	0.1152624441
71	0.114707353
72	0.1138310934
73	0.1133294544
74	0.1126442041
75	0.111908903
76	0.1104740236
77	0.1093764786
78	0.1087543304
79	0.1080776328
80	0.1075149765
81	0.1065386544
82	0.1060652722
83	0.1049458088
84	0.1042252241
85	0.1037624179
86	0.1031914651
87	0.1024873662
88	0.1020139666
89	0.1009894863
90	0.1003801998
91	0.09968727551
92	0.09913025532
93	0.09829201468
94	0.09784624168
95	0.09724186331
96	0.09685870059
97	0.09621438803
98	0.09576691208
99	0.09498095819
100	0.0943055768
101	0.09387198751
102	0.0934156357
103	0.09288028914
104	0.0921717173
105	0.09157622324
106	0.09104945629
107	0.09061237789
108	0.08984544646
109	0.08934564732
110	0.08885955742
111	0.08838113515
112	0.08806358443
113	0.08756362063
114	0.08726047256
115	0.08684598208
116	0.08636326357
117	0.08590059444
118	0.08556494941
119	0.08514217497
120	0.08469132981
121	0.08431210959
122	0.08390670719
123	0.0833643544
124	0.08300019264
125	0.0825197292
126	0.08216934854
127	0.08181506216
128	0.08156448514
129	0.08124019043
130	0.08089647028
131	0.08042400078
132	0.07993275957
133	0.07958628764
134	0.07903594625
135	0.07873078549
136	0.07844506573
137	0.07815785682
138	0.07796384901
139	0.07777339499
140	0.07745552697
141	0.07724438282
142	0.07694161264
143	0.07663712048
144	0.07644116838
145	0.07619019353
146	0.07582499054
147	0.07560359054
148	0.07532733533
149	0.07491313126
150	0.07470920347
151	0.07451874296
152	0.07422612013
153	0.07384162197
154	0.07360412013
155	0.07331766368
156	0.073001553
157	0.07276046183
158	0.07257867434
159	0.07231867271
160	0.07207091371
161	0.07192963671
162	0.0717968418
163	0.0714621319
164	0.07130922652
165	0.07098478636
166	0.07079947069
167	0.07057600732
168	0.0703985092
169	0.07022154941
170	0.07010090766
171	0.06983265305
172	0.06944450977
173	0.06926947544
174	0.06911419312
175	0.06884839065
176	0.06860609488
177	0.06842953206
178	0.06830639718
179	0.06804220439
180	0.06785990472
181	0.06765953665
182	0.06745991549
183	0.06725533226
184	0.0671267111
185	0.06690189621
186	0.06664819441
187	0.06652462956
188	0.06626538059
189	0.06610253096
190	0.06590528579
191	0.06571053791
192	0.06560458363
193	0.06543306411
194	0.06532598554
195	0.06522792322
196	0.06501401645
197	0.06484437185
198	0.0646510477
199	0.06447443144
200	0.06425150283
201	0.06409600161
202	0.06389699107
203	0.06377471538
204	0.06368563251
205	0.06346755096
206	0.06330337898
207	0.06321165868
208	0.0630523344
209	0.06287417439
210	0.06270105812
211	0.06249167092
212	0.06237709745
213	0.06227601317
214	0.062149773
215	0.06195992073
216	0.0617976947
217	0.06162474265
218	0.06147080173
219	0.06132119668
220	0.06125039899
221	0.0611101151
222	0.06096906189
223	0.06086941756
224	0.06074401771
225	0.06060290685
226	0.06052183175
227	0.060401421
228	0.06032693453
229	0.06019392081
230	0.06000595982
231	0.05993187476
232	0.0598031942
233	0.05965683269
234	0.05945306195
235	0.05933190193
236	0.05924442488
237	0.05917125318
238	0.05908008805
239	0.05889183238
240	0.05877125766
241	0.05866367032
242	0.05855657025
243	0.05840359311
244	0.05830411487
245	0.05816282873
246	0.05800605491
247	0.05789537116
248	0.05780423326
249	0.05770297996
250	0.05763943353
251	0.05754796226
252	0.05746248582
253	0.05727146402
254	0.05716467995
255	0.05706118268
256	0.05690709797
257	0.05677092269
258	0.05670567836
259	0.0566269334
260	0.0564943081
261	0.05638579787
262	0.05628815574
263	0.05616033298
264	0.0560401402
265	0.05596767141
266	0.05587416094
267	0.05578610479
268	0.05567348211
269	0.05551732421
270	0.05545041748
271	0.0553318977
272	0.05516483529
273	0.05504544469
274	0.05492260484
275	0.0547956527
276	0.05466994558
277	0.05457414267
278	0.05451440632
279	0.05444546687
280	0.05434749195
281	0.05424852743
282	0.05414429565
283	0.05400378636
284	0.05394354099
285	0.0538334281
286	0.0537592807
287	0.05365667189
288	0.05351320954
289	0.05342104855
290	0.05336993005
291	0.05326860236
292	0.05318821623
293	0.05308936888
294	0.05294714156
295	0.05284273207
296	0.0527016974
297	0.05264817679
298	0.05258231721
299	0.05240460374
300	0.05227255538
301	0.05220983832
302	0.05212661223
303	0.05202888308
304	0.05196835208
305	0.05186933014
306	0.0517993122
307	0.05168964575
308	0.05157273624
309	0.05148912427
310	0.05143176114
311	0.05132823212
312	0.05122502437
313	0.05114735566
314	0.05105056644
315	0.05098842965
316	0.0508689243
317	0.05073230288
318	0.05064776647
319	0.0504523681
320	0.0503720579
321	0.05028051993
322	0.05023854083
323	0.050192189
324	0.05012759792
325	0.05007496795
326	0.05000372625
327	0.04994436487
328	0.04986911122
329	0.04978690872
330	0.04965381306
331	0.04959290283
332	0.0495178159
333	0.04944059616
334	0.04934297398
335	0.04928168577
336	0.04921657755
337	0.04912380771
338	0.04906048892
339	0.04901570617
340	0.04896525285
341	0.0488799111
342	0.04879977844
343	0.04871913226
344	0.04864124334
345	0.04856341307
346	0.04853694015
347	0.04847228274
348	0.04841309205
349	0.04837223163
350	0.04831430594
351	0.0482589394
352	0.04821319223
353	0.04813341569
006123017
354	0.04994636005
355	0.04985626886
356	0.04975384462
357	0.04966990623
358	0.0495629481
359	0.04946934307
360	0.04942179757
361	0.04932007321
362	0.04926351012
363	0.04920892951
364	0.04916221812
365	0.04909116068
366	0.04903469378
367	0.04893161505
368	0.04880455222
369	0.04874687561
370	0.04866834166
371	0.04861528181
372	0.04854865957
6845452
373	0.04692960502
374	0.04687995112
375	0.0468376845
376	0.04674117478
377	0.04671688725
378	0.04661462465
379	0.0465380857
380	0.04648662721
381	0.04643079107
382	0.04634932262
383	0.04628870438
384	0.04626294884
99395
386	0.04674298481
387	0.04667942246
388	0.04663907229
389	0.04659918058
390	0.04652479617
391	0.0464676298
392	0.04641989465
393	0.04633678937
394	0.04629739685
395	0.04624545039
396	0.04621329689
397	0.04617509935
398	0.04614902447
399	0.046107549
400	0.04602918082
401	0.04597584615
402	0.04592608006
403	0.04585585667
404	0.04577377795
405	0.04573784496
406	0.04567647685
407	0.04564078423
408	0.04559497988
409	0.04554426058
410	0.04548431473
411	0.04545540553
412	0.04540539023
413	0.04535661355
414	0.04529977268
415	0.04527725981
416	0.045217155
417	0.04516929224
418	0.04510779826
419	0.0450749879
420	0.0450423205
421	0.04492686224
422	0.04477122255
423	0.04473231777
424	0.04466916097
425	0.04464803613
426	0.04462801176
427	0.04460734381
428	0.04446887178
429	0.04442618703
430	0.04438386841
431	0.04431449714
432	0.04426200441
60834
433	0.04501402867
434	0.04494699515
435	0.04490191944
436	0.04486780729
437	0.04481845646
438	0.04473244124
439	0.04465780236
440	0.04458525587
441	0.04455668232
442	0.04452484535
443	0.04445304447
444	0.0444171824
445	0.04437184894
446	0.04430838424
447	0.04424901458
448	0.04418889689
449	0.04412534256
450	0.04407167644
451	0.04400372024
452	0.04396861554
453	0.04394190768
454	0.04388164944
455	0.04385760709
456	0.04380885111
457	0.0437676836
458	0.04372602947
459	0.04362450397
460	0.04354984311
461	0.04349867151
462	0.04342663599
463	0.04334458911
464	0.0433103047
465	0.04325139104
466	0.04320697594
467	0.04315043606
468	0.04312460641
469	0.04309168302
1	0.04685282376
472	0.04679836926
473	0.04676068571
474	0.04668529121
475	0.0466401714
476	0.04661029866
477	0.04656233795
478	0.04652175545
479	0.04647971178
480	0.04646062037
481	0.04640916932
482	0.04635485998
483	0.04631414013
484	0.04627766758
0.484	0.040934485	0485	0.04089537592
486	0.04086446179
487	0.04082953171
488	0.04078184603
489	0.04074047601
490	0.04067946115
491	0.0406564751
492	0.04063573736
0.04037821412
494	0.0402790741
29
495	0.04127993339
045130633
496	0.04037645698
497	0.04032993354
498	0.04028199111
239821
051054051
500	0.04048454293
501	0.04045362988
502	0.04042114568
503	0.04035199431
504	0.04030801923
505	0.04029668165
506	0.04026618344
507	0.04016864913
508	0.04010865412
509	0.04007113805
.04212461176
512	0.04210852387
513	0.04203282714
8
514	0.04346434825
515	0.0434258539
516	0.0433892968
517	0.04333812039
518	0.04330623631
519	0.04326204045
520	0.0432377354
521	0.04318510359
522	0.04315547143
523	0.04310156667
524	0.04307860929
525	0.04302742761
526	0.04294673282
527	0.04291398893
528	0.04289260011
529	0.04282036816
530	0.0427854007
531	0.04275146865
532	0.0427260155
533	0.04269942322

533	0.03874170141
534	0.03870523626
535	0.03865982301
536	0.0386157445
537	0.0385941826
538	0.03857100138
539	0.03855312452
540	0.03852265362
541	0.03848097972
542	0.03844478927
543	0.03835486622
544	0.038337287
545	0.03830111027
546	0.03823592147
547	0.03820110541
548	0.0381669544
549	0.03812588103
8
550	0.03696684901
551	0.03693581711
552	0.03686834865
553	0.0368341961
554	0.03680527144
555	0.03675086949
556	0.036724576
557	0.03667224406
558	0.03659991275
559	0.03654519674
560	0.03649553435
561	0.03643304075
562	0.03639780774
563	0.03637140939
564	0.03632089007
565	0.03628648624
566	0.03627854278
567	0.03626051083
568	0.03623805568
569	0.03620488685
570	0.03617386106
571	0.03613114458
572	0.03610066682
573	0.03607120942
574	0.0360364314
575	0.03602865497
576	0.03597737397
577	0.03594247339
578	0.03591187587
579	0.03586446792
580	0.03584556648
581	0.0358222743
582	0.03578436242
583	0.03573323894
584	0.03566768969
585	0.03565312741
586	0.03562527284
587	0.035617388
588	0.03558916425
589	0.03555709947
590	0.03552414057
591	0.03549039772
592	0.03544406825
593	0.03542393833
594	0.03537266687
595	0.03535022626
596	0.03532339793
597	0.03529832824
598	0.0352709147
599	0.0352336784
600	0.03520141412
601	0.03514154123
602	0.0350928957
